,date,R_m,CSAD,CSSD,StringencyIndex_WeightedAverage,C6E_Stay at home requirements,PopulationVaccinated,C2E_Workplace closing,C3E_Cancel public events,C4E_Restrictions on gatherings,C5E_Close public transport,C7E_Restrictions on internal movement,C8E_International travel controls,covid_deaths
118,2020-07-02,2.5229763364030178,2.2275568352214044,0.1710759471844732,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.1428571428571428
119,2020-07-03,2.0717118222263737,2.2302053961908497,0.1726455527586563,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
120,2020-07-06,5.395286015512373,2.6228723959480447,0.1803241824243417,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
121,2020-07-07,0.2091527161347857,2.4574722873723687,0.188429249354998,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
122,2020-07-08,2.1278113039226483,2.181937094813476,0.1652052094814884,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
123,2020-07-09,1.842048703600233,2.1584018817126616,0.1659079874832997,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
124,2020-07-10,-1.7874286141585671,2.409617181342281,0.2058450797259648,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
125,2020-07-13,2.218349487524452,2.06986999248639,0.1708331972316843,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
126,2020-07-14,-0.8756612376847799,1.7940262568986187,0.1427274754725501,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.1428571428571428
127,2020-07-15,-1.9299836696768629,2.379836180018138,0.1866257174406867,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.1428571428571428
128,2020-07-16,-4.513813940844058,2.265423412383672,0.167802284883705,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.4285714285714285
129,2020-07-17,0.0834564598860836,2.1088637392527465,0.1668690472219531,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.4285714285714285
130,2020-07-20,3.540058723199896,2.313551270881264,0.1873102879645249,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.7142857142857143
131,2020-07-21,-0.2766988273828996,1.9458914945710897,0.2270490534039299,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.5714285714285714
132,2020-07-22,0.475213777844468,1.2986840509596724,0.1050296914516703,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.8571428571428571
133,2020-07-23,-0.3203572650076317,1.8757333614482112,0.1553405574104972,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.5714285714285714
134,2020-07-24,-4.323609334156401,1.9722076545592908,0.1561569671738238,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.7142857142857143
135,2020-07-27,0.4108343269678874,1.7296177082440334,0.1421439984485046,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.8571428571428571
136,2020-07-28,0.6526349215093433,1.2550388850338092,0.107868363797825,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,1.4285714285714286
137,2020-07-29,2.3555044691868017,1.479708438373634,0.1185237701966686,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,1.2857142857142858
138,2020-07-30,-0.445916029456251,1.458785163232624,0.1240392778252422,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,1.4285714285714286
139,2020-07-31,0.7374716280201925,1.2486212111605075,0.1141156224276873,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,1.4285714285714286
140,2020-08-03,2.1194155314907093,1.749001732960312,0.1438397390220164,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,2.571428571428572
141,2020-08-04,-0.0243905088090589,1.7668296637189118,0.1399209573419039,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,2.142857142857143
142,2020-08-05,0.2232191029082689,1.7188419443631218,0.1398887392836289,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,2.7142857142857144
143,2020-08-06,0.231560230179273,1.9131767372821105,0.1595273556823037,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,2.7142857142857144
144,2020-08-07,-1.257382227832026,1.8801195504677155,0.1548957732986664,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0
145,2020-08-10,0.6288696064392367,1.786093364359354,0.1486776434383566,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,2.2857142857142856
146,2020-08-11,-1.3363083143127747,1.5567864015563453,0.1180595402551429,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,2.571428571428572
147,2020-08-12,-0.7109350234300112,1.9350609253960709,0.1526321229862781,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,2.2857142857142856
148,2020-08-13,0.006345151470552,1.10233610808495,0.0904453994069671,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,2.857142857142857
149,2020-08-14,1.2355085965137251,1.1632496982975953,0.1023944488767993,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,2.857142857142857
150,2020-08-17,2.45593450943438,1.6901313913068563,0.1286057785739228,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,2.4285714285714284
151,2020-08-18,-0.0269313381020476,1.2483677808197755,0.1027320243594149,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0
152,2020-08-19,-1.2270776686843,1.873273741341932,0.1838888339971861,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,1.8571428571428568
153,2020-08-20,-1.4444867174295732,1.4381975033915322,0.1178009216013314,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,1.2857142857142858
154,2020-08-21,0.7771276358293703,1.2617097340221786,0.1055662893754646,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,1.2857142857142858
155,2020-08-24,0.4360319254347519,1.516525321358982,0.1287508966206873,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,1.1428571428571428
156,2020-08-25,-0.5924616082842938,1.4163579070878465,0.1643065388068986,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,1.1428571428571428
157,2020-08-26,-1.4462194596458993,1.5366334269515645,0.1284294103092278,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0
158,2020-08-27,0.593455695698908,1.2413531660916766,0.1025400632765036,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0
159,2020-08-28,1.846327751161959,1.457823965166912,0.121590104007736,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.8571428571428571
160,2020-08-31,-0.5272959277654877,1.418747324677173,0.1181431678811914,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,1.5714285714285714
161,2020-09-01,0.5922714328826559,1.4605864137492,0.1162078329762218,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,1.7142857142857142
162,2020-09-02,-0.0565070039008452,1.3855443324367531,0.1172436894079313,55.09,0.0,0.0,1.0,2.0,4.0,0.0,2.0,3.0,1.7142857142857142
163,2020-09-03,-0.5615291674248198,1.369387514361483,0.1163242079664811,55.09,0.0,0.0,1.0,2.0,4.0,0.0,2.0,3.0,2.0
164,2020-09-04,-0.659936405520942,1.1661238248176575,0.0969787914946844,46.76,0.0,0.0,1.0,2.0,4.0,0.0,0.0,3.0,1.8571428571428568
165,2020-09-07,-1.893670670278108,1.720165083890418,0.1295981926803982,46.76,0.0,0.0,1.0,2.0,4.0,0.0,0.0,3.0,1.1428571428571428
166,2020-09-08,0.7204852685368528,1.5214722013057114,0.1265770807251292,46.76,0.0,0.0,1.0,2.0,4.0,0.0,0.0,3.0,1.2857142857142858
167,2020-09-09,-2.143883498532884,1.85599625060538,0.1487957257388933,46.76,0.0,0.0,1.0,2.0,4.0,0.0,0.0,3.0,1.2857142857142858
168,2020-09-10,-1.0056025210999606,1.7794957212476414,0.1398277459210503,46.76,0.0,0.0,1.0,2.0,4.0,0.0,0.0,3.0,0.8571428571428571
169,2020-09-11,0.6840810807140353,1.36689728660401,0.1167257944091345,46.76,0.0,0.0,1.0,2.0,4.0,0.0,0.0,3.0,0.7142857142857143
170,2020-09-14,0.3311720378060422,1.1853819095675195,0.1026505055404037,46.76,0.0,0.0,1.0,2.0,4.0,0.0,0.0,3.0,0.5714285714285714
171,2020-09-15,0.6801685675470373,1.1603115176316496,0.0969131333235964,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.4285714285714285
172,2020-09-16,-0.1715246249298462,1.2355422870849924,0.1021139463559354,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.4285714285714285
