,date,R_m,CSAD,CSSD,StringencyIndex_WeightedAverage,C6E_Stay at home requirements,PopulationVaccinated,C2E_Workplace closing,C3E_Cancel public events,C4E_Restrictions on gatherings,C5E_Close public transport,C7E_Restrictions on internal movement,C8E_International travel controls,covid_deaths
0,2020-01-02,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2020-01-03,0.0820089014367581,1.0763792369288192,0.0898655806228077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2020-01-06,-0.0075694569197691,1.5106372816352862,0.1263281661214174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2020-01-07,0.7623890861103995,1.0393513156023897,0.0892508952691598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2020-01-08,-1.4699810038649497,1.3808293131318805,0.107774828430531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2020-01-09,1.2207274911815211,1.2365642284458418,0.1077129904716886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2020-01-10,-0.1095437210759094,1.017425169760475,0.0884335663334045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2020-01-13,1.0267502572553806,1.271501379516779,0.1156545139577549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428
8,2020-01-14,-0.1881720582303761,1.1479002496751525,0.1008680065012058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428
9,2020-01-15,-0.6123181513333359,1.026161625465151,0.0900154845019592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428
10,2020-01-16,-0.3999889955517199,0.9674199292873992,0.0904017469544201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428
11,2020-01-17,0.0778243526203711,1.0622174967613245,0.1033715155612952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857
12,2020-01-20,0.8649674529567992,1.683383719617524,0.1474689230363914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714285
13,2020-01-21,-1.597344331083719,1.4317492697801322,0.1173290959478886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143
14,2020-01-22,0.4661731560892698,1.410459095561058,0.1247749783712597,26.39,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,2.2857142857142856
15,2020-01-23,-3.202301988787028,1.514365416445265,0.1266564498747059,44.91,1.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,2.4285714285714284
16,2020-02-03,-8.977270758511592,2.069002336882231,0.1710406373732293,77.31,3.0,0.0,3.0,2.0,4.0,2.0,2.0,0.0,49.0
17,2020-02-04,1.5852292494654483,2.901234600656273,0.2111366239339248,77.31,3.0,0.0,3.0,2.0,4.0,2.0,2.0,0.0,51.42857142857143
18,2020-02-05,1.6437637528220528,1.631199132501683,0.1330073834433135,77.31,3.0,0.0,3.0,2.0,4.0,2.0,2.0,0.0,61.42857142857143
19,2020-02-06,2.09670526164129,1.6192286822585786,0.132796557675202,77.31,3.0,0.0,3.0,2.0,4.0,2.0,2.0,0.0,66.0
20,2020-02-07,0.2849633670248234,1.6341383263107363,0.136275456822824,77.31,3.0,0.0,3.0,2.0,4.0,2.0,2.0,0.0,72.14285714285714
21,2020-02-10,0.7818024409366189,1.67507382162746,0.1377576092760374,75.46,3.0,0.0,3.0,2.0,4.0,2.0,2.0,0.0,83.85714285714286
22,2020-02-11,0.3854367690285668,1.4551687329014742,0.1198202350377115,75.46,3.0,0.0,3.0,2.0,4.0,2.0,2.0,0.0,88.71428571428571
23,2020-02-12,1.1129955244216914,1.2367997353978455,0.1124528777117292,75.46,3.0,0.0,3.0,2.0,4.0,2.0,2.0,0.0,79.14285714285714
24,2020-02-13,-0.5771468892081284,1.4142898356689515,0.120619974410711,75.46,3.0,0.0,3.0,2.0,4.0,2.0,2.0,0.0,105.14285714285714
25,2020-02-14,0.7183106555798158,1.4036791548365422,0.1195353623113996,75.46,3.0,0.0,3.0,2.0,4.0,2.0,2.0,0.0,114.71428571428572
26,2020-02-17,2.744392035759593,1.6530486769886092,0.1286761729585462,75.46,3.0,0.0,3.0,2.0,4.0,2.0,2.0,0.0,121.85714285714286
27,2020-02-18,-0.0770902268728226,1.310852957463645,0.1075304085512691,75.46,3.0,0.0,3.0,2.0,4.0,2.0,2.0,0.0,127.42857142857144
28,2020-02-19,-0.4640045934619233,1.5563670461449328,0.1313622034538548,75.46,3.0,0.0,3.0,2.0,4.0,2.0,2.0,0.0,142.85714285714286
29,2020-02-20,2.2365653203753637,1.8919198260091783,0.1458717698729242,75.46,3.0,0.0,3.0,2.0,4.0,2.0,2.0,0.0,124.28571428571428
30,2020-02-21,0.4847507636018765,1.5534356602911772,0.1231448030285044,75.46,3.0,0.0,3.0,2.0,4.0,2.0,2.0,0.0,102.57142857142856
31,2020-02-24,-0.0677226267954945,2.029439438467632,0.1660829088032905,75.46,3.0,0.0,3.0,2.0,4.0,2.0,2.0,0.0,104.42857142857144
32,2020-02-25,-0.2346843449177927,2.0448101847036235,0.1614495907805596,81.02,3.0,0.0,3.0,2.0,4.0,2.0,2.0,2.0,94.57142857142856
33,2020-02-26,-1.2461480399387383,2.6945753248206,0.2079549329125049,81.02,3.0,0.0,3.0,2.0,4.0,2.0,2.0,2.0,85.85714285714286
34,2020-02-27,0.0150381509367657,1.4722187301645864,0.1284844712663475,81.02,3.0,0.0,3.0,2.0,4.0,2.0,2.0,2.0,72.57142857142857
35,2020-02-28,-4.055752425678548,2.092339443517755,0.157999371440312,81.02,3.0,0.0,3.0,2.0,4.0,2.0,2.0,2.0,78.85714285714286
36,2020-03-02,3.534147898983792,1.7638289829410825,0.1332415055908015,81.02,3.0,0.0,3.0,2.0,4.0,2.0,2.0,2.0,45.57142857142857
37,2020-03-03,0.5410311229264282,1.2508875159009332,0.1006519334339244,81.02,3.0,0.0,3.0,2.0,4.0,2.0,2.0,2.0,40.285714285714285
38,2020-03-04,0.7398952468581348,1.5954616360911489,0.1310826289055754,81.02,3.0,0.0,3.0,2.0,4.0,2.0,2.0,2.0,38.0
39,2020-03-05,1.816296181224884,1.3904737449110205,0.1125292830204296,81.02,3.0,0.0,3.0,2.0,4.0,2.0,2.0,2.0,38.42857142857143
40,2020-03-06,-1.4893604002197878,1.3410219835554449,0.1061720778549376,81.02,3.0,0.0,3.0,2.0,4.0,2.0,2.0,2.0,36.285714285714285
41,2020-03-09,-3.568883538811884,1.7672438052892026,0.1411251347620306,81.02,3.0,0.0,3.0,2.0,4.0,2.0,2.0,2.0,29.857142857142858
42,2020-03-10,2.113342414393036,1.6482702373560023,0.1305639625573007,81.02,3.0,0.0,3.0,2.0,4.0,2.0,2.0,2.0,27.428571428571427
43,2020-03-11,-1.1766676276174086,1.3539519966832054,0.1112091089203845,81.02,3.0,0.0,3.0,2.0,4.0,2.0,2.0,2.0,25.428571428571427
44,2020-03-12,-1.944812669699523,1.3620030627202755,0.1127804950916044,81.02,3.0,0.0,3.0,2.0,4.0,2.0,2.0,2.0,22.428571428571427
45,2020-03-13,-1.2348585752720762,1.2079403124204455,0.1090595035650327,81.02,3.0,0.0,3.0,2.0,4.0,2.0,2.0,2.0,19.428571428571427
46,2020-03-16,-4.2918661052285065,2.314760119745734,0.1669764710728244,79.17,3.0,0.0,3.0,2.0,4.0,2.0,2.0,2.0,13.428571428571429
47,2020-03-17,-0.4052151905241261,1.5946739176174352,0.1285740555007841,79.17,3.0,0.0,3.0,2.0,4.0,2.0,2.0,2.0,13.0
48,2020-03-18,-1.9820307844496412,1.3874205247795723,0.1103873401751163,79.17,3.0,0.0,3.0,2.0,4.0,2.0,2.0,2.0,11.428571428571429
49,2020-03-19,-0.7943318616692486,1.9970735381654148,0.1597277952930503,79.17,3.0,0.0,3.0,2.0,4.0,2.0,2.0,2.0,11.0
50,2020-03-20,1.4634578213539555,1.462076176776985,0.11733281015575,79.17,3.0,0.0,3.0,2.0,4.0,2.0,2.0,2.0,10.571428571428571
51,2020-03-23,-3.848516615497788,2.056496459252581,0.1559069391803243,79.17,3.0,0.0,3.0,2.0,4.0,2.0,2.0,2.0,8.285714285714286
52,2020-03-24,2.255639298619663,1.522540171375563,0.1235042038261225,79.17,3.0,0.0,3.0,2.0,4.0,2.0,2.0,2.0,7.428571428571429
53,2020-03-25,2.646237795754036,1.62983776740942,0.1193684170032483,79.17,3.0,0.0,3.0,2.0,4.0,2.0,2.0,2.0,6.428571428571429
54,2020-03-26,-0.964919712252459,1.4526559382865385,0.1177581747026174,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,6.142857142857143
55,2020-03-27,0.2751531031314894,1.3128004049892197,0.1076977097955908,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,6.142857142857143
56,2020-03-30,-1.2999576165961209,1.8573777769418915,0.1435793088515567,73.61,3.0,0.0,3.0,2.0,4.0,0.0,2.0,3.0,4.857142857142857
57,2020-03-31,0.1095298415552532,1.6009779400426667,0.1341711371132253,73.61,3.0,0.0,3.0,2.0,4.0,0.0,2.0,3.0,4.428571428571429
58,2020-04-01,-0.532241960990243,1.2868249163247052,0.1060725610458528,73.61,3.0,0.0,3.0,2.0,4.0,0.0,2.0,3.0,4.857142857142857
59,2020-04-02,1.6660360358185526,1.3902485073723556,0.1162722036955649,73.61,3.0,0.0,3.0,2.0,4.0,0.0,2.0,3.0,4.857142857142857
60,2020-04-03,-0.6548150158796158,1.201016141746608,0.093721317667726,69.91,3.0,0.0,2.0,2.0,4.0,0.0,2.0,3.0,4.714285714285714
61,2020-04-07,2.449952023126691,1.2416479033786954,0.098815604623354,69.91,3.0,0.0,2.0,2.0,4.0,0.0,2.0,3.0,3.7142857142857135
62,2020-04-08,-0.173074372149998,1.0183670623442675,0.0856074004356373,56.94,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
63,2020-04-09,0.4672377177969435,1.117408167810025,0.0973982295362465,56.94,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,2.4285714285714284
64,2020-04-10,-1.3648030962394826,1.3215071363332092,0.101172532604282,56.94,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,2.0
65,2020-04-13,-0.6083547832586546,1.3542587686047458,0.1086120534045277,56.94,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,1.5714285714285714
66,2020-04-14,1.9886762586823696,1.3889559500929312,0.1108724055487718,56.94,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,1.5714285714285714
67,2020-04-15,-0.6447590842291588,1.189498032269918,0.1033468642083673,56.94,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,1.4285714285714286
68,2020-04-16,0.2512916200305414,1.0104002408533084,0.0859410647976759,56.94,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,1.1428571428571428
69,2020-04-17,0.5120268160969167,1.2554531979856234,0.1031633645494887,56.94,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,1.0
70,2020-04-20,0.3568081352329662,1.0271838068199532,0.0878523067173059,56.94,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,184.42857142857144
71,2020-04-21,-1.0947660546402331,1.0781903735958052,0.0874387147078074,56.94,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,184.42857142857144
72,2020-04-22,0.601156918502076,1.0313854325082352,0.0880235082389238,56.94,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,184.28571428571428
73,2020-04-23,-0.251361865570624,1.2350272618061864,0.1070655187218734,56.94,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,184.28571428571428
74,2020-04-24,-1.171581837913483,1.299495471685144,0.1116959026886388,56.94,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,184.28571428571428
75,2020-04-27,0.0463389879495698,1.5399411216951069,0.1476626549399252,56.94,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,0.1428571428571428
76,2020-04-28,-0.071741037953407,1.8837219053552683,0.1464708419253308,56.94,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,0.1428571428571428
77,2020-04-29,0.4130170711131393,1.558989153367792,0.1271895243364872,56.94,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,0.1428571428571428
78,2020-04-30,1.892926301701701,1.7773043519389664,0.1354615933012737,56.94,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,0.1428571428571428
79,2020-05-06,0.8856309890361224,1.5950228021305688,0.1260697780227589,56.94,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,0.0
80,2020-05-07,-0.5405018617362196,1.1124591827384347,0.1391798881871258,56.94,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,0.0
81,2020-05-08,1.0053697501816854,1.0851336947701655,0.1206930417428866,56.94,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,0.0
82,2020-05-11,-0.0344521403915599,1.2483361450186166,0.1058879336109677,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
83,2020-05-12,-0.2720130447188325,1.0745009462421828,0.08314438195182,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.1428571428571428
84,2020-05-13,0.1697009042552604,1.0705076542624987,0.1479850236321314,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.1428571428571428
85,2020-05-14,-1.0785639106667615,0.9439171742381204,0.0740090351389281,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.1428571428571428
86,2020-05-15,-0.1724207880829285,0.8801187165568884,0.0742609906112929,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.1428571428571428
87,2020-05-18,-0.0114446342960584,1.658907125265255,0.1458662249892983,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.2857142857142857
88,2020-05-19,0.711225020113412,1.1566368106868297,0.1243836717130459,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.1428571428571428
89,2020-05-20,-0.7304750659774449,1.244279417155039,0.1082753176438451,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.1428571428571428
90,2020-05-21,-0.823348939003836,1.208476682246624,0.1137034736592644,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.1428571428571428
91,2020-05-22,-2.0707414271728437,1.1194125474077916,0.1205657682206248,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.1428571428571428
92,2020-05-25,-0.2871558440153711,1.455520624901778,0.1266933273705628,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
93,2020-05-26,1.2499313910579026,1.120496566288233,0.1045590375238437,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
94,2020-05-27,-0.5608486057196062,1.3670550601093585,0.1089008148020611,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
95,2020-05-28,-0.0535228876791502,1.322454142586129,0.1603682092803274,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
96,2020-05-29,0.2156252478477731,1.6045771925322223,0.2255887968375499,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
97,2020-06-01,2.5709427107447285,1.516655140580122,0.1210664856122348,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
98,2020-06-02,0.2122383254442569,1.2824994523553594,0.1057587768911382,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
99,2020-06-03,-0.308395827048561,1.1887824309868475,0.1277488612412908,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
100,2020-06-04,-0.6652495895054633,1.357720348662706,0.2430744975984562,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
101,2020-06-05,0.3453607099116079,1.3141624094014766,0.1390685554224907,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
102,2020-06-08,0.3546869087340211,1.2841955562413916,0.1054115618175991,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
103,2020-06-09,0.478338554448481,1.2792213399747392,0.2505199559660817,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
104,2020-06-10,-0.2625533160582809,1.2323197834446895,0.1000322477437855,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
105,2020-06-11,-0.8016078467236055,1.1594940005840555,0.1254705832438017,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
106,2020-06-12,-0.0978402056034463,1.223083393541937,0.1302482261726551,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
107,2020-06-15,-0.9041261152185068,1.488827472581873,0.1245867464597346,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
108,2020-06-16,1.4426744908650444,1.0787838643932477,0.0901535643089418,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
109,2020-06-17,0.0876046358489078,1.1827352703621752,0.1252708119986325,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
110,2020-06-18,0.5733162405988814,1.2845300406515865,0.1054956627429262,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
111,2020-06-19,0.9875934751922284,1.4052561387948377,0.1176180518545816,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0
112,2020-06-22,0.0181703220990823,1.4313281920048782,0.1164480069300586,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.1428571428571428
113,2020-06-23,0.236262454163994,1.4555518450120282,0.1172156803070295,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.1428571428571428
114,2020-06-24,0.2586368919683507,1.2819127941615114,0.1030912571588437,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.2857142857142857
115,2020-06-29,-1.0202360793791532,1.4560089385143655,0.1206622598652451,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.2857142857142857
116,2020-06-30,1.370424660344645,1.4827058785786662,0.1291853944650412,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.2857142857142857
117,2020-07-01,1.6493178583439096,1.8319790292024187,0.1481370581729938,78.24,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,0.1428571428571428
