,date,R_m,CSAD,CSSD,StringencyIndex_WeightedAverage,C6E_Stay at home requirements,PopulationVaccinated,C2E_Workplace closing,C3E_Cancel public events,C4E_Restrictions on gatherings,C5E_Close public transport,C7E_Restrictions on internal movement,C8E_International travel controls
399,20210824,0.6934387338995202,1.5707349695443995,0.13083502303161965,70.83,3.0,54.5,3.0,2.0,4.0,0.0,2.0,2.0
400,20210825,0.5473167046115843,1.9243687944878007,0.15531113432989896,70.83,3.0,54.5,3.0,2.0,4.0,0.0,2.0,2.0
401,20210826,-0.8559767934258091,1.9575421917382756,0.16556293827306526,70.83,3.0,62.38,3.0,2.0,4.0,0.0,2.0,2.0
402,20210827,0.2074387551846925,1.7818025638247794,0.15310371776154338,70.83,3.0,62.38,3.0,2.0,4.0,0.0,2.0,2.0
403,20210830,-0.036803784991233074,2.504241395808706,0.19667620131141073,70.83,3.0,62.38,3.0,2.0,4.0,0.0,2.0,2.0
404,20210831,0.858883897384159,2.2105580470446524,0.1868285590906055,70.83,3.0,62.38,3.0,2.0,4.0,0.0,2.0,2.0
405,20210901,1.386409223073811,2.640505347215707,0.21589563791747454,70.83,3.0,62.38,3.0,2.0,4.0,0.0,2.0,2.0
406,20210902,0.8614103657948292,2.1241066643802062,0.1744505339724981,70.83,3.0,62.38,3.0,2.0,4.0,0.0,2.0,2.0
407,20210903,-0.3025819538486122,2.0740511630627942,0.16810876995281357,70.83,3.0,62.38,3.0,2.0,4.0,0.0,2.0,2.0
408,20210906,1.5203370944183896,1.8160873944103433,0.14157674005811266,70.83,3.0,68.01,3.0,2.0,4.0,0.0,2.0,2.0
409,20210907,1.2351534885588464,1.5345688998605096,0.12394628573743421,70.83,3.0,68.01,3.0,2.0,4.0,0.0,2.0,2.0
410,20210908,0.49932444651209434,1.7955292370523324,0.15039086712719235,70.83,3.0,68.01,3.0,2.0,4.0,0.0,2.0,2.0
411,20210909,0.5573465293348316,1.986521945331884,0.1656626401527531,70.83,3.0,68.01,3.0,2.0,4.0,0.0,2.0,2.0
412,20210910,0.022438606165176123,1.8312798399890913,0.149640765538657,70.83,3.0,68.01,3.0,2.0,4.0,0.0,2.0,2.0
413,20210913,0.3299141030112419,2.162097968988925,0.1682463841979963,70.83,3.0,68.01,3.0,2.0,4.0,0.0,2.0,2.0
414,20210914,-2.2042540779496056,1.6272589271441098,0.12928417180196472,70.83,3.0,68.01,3.0,2.0,4.0,0.0,2.0,2.0
415,20210915,-0.3974447591731536,1.6680330824038878,0.14257455442801187,70.83,3.0,70.94,3.0,2.0,4.0,0.0,2.0,2.0
416,20210916,-1.447704977113922,1.7809502273732083,0.1501868598247799,70.83,3.0,70.94,3.0,2.0,4.0,0.0,2.0,2.0
417,20210917,0.3814558750804234,2.143722962060852,0.1680950917854753,70.83,3.0,70.94,3.0,2.0,4.0,0.0,2.0,2.0
418,20210922,0.313366991228062,2.421094937021479,0.1933353158282051,76.39,3.0,71.69,3.0,2.0,4.0,1.0,2.0,2.0
419,20210923,1.0703917014040985,1.7648537870397771,0.14676890970465226,76.39,3.0,71.69,3.0,2.0,4.0,1.0,2.0,2.0
420,20210924,-1.0773500023382134,2.0528594693535456,0.16810845909880318,76.39,3.0,71.69,3.0,2.0,4.0,1.0,2.0,2.0
421,20210927,-1.3592736328219328,2.756756071820349,0.21401069981769502,76.39,3.0,71.69,3.0,2.0,4.0,1.0,2.0,2.0
422,20210928,0.768454578055785,1.936483138718051,0.15599160135638632,76.39,3.0,73.49,3.0,2.0,4.0,1.0,2.0,2.0
423,20210929,-1.8088968609899603,2.041025850425954,0.16053334430265812,76.39,3.0,73.49,3.0,2.0,4.0,1.0,2.0,2.0
424,20210930,0.6038324485130816,1.463187756627607,0.11786422999919788,76.39,3.0,73.49,3.0,2.0,4.0,1.0,2.0,2.0
425,20211008,1.0560074018286396,2.2840494164016567,0.1916334401176148,76.39,3.0,73.49,3.0,2.0,4.0,1.0,2.0,2.0
426,20211011,-0.007618835119503594,1.812032537567722,0.15118433018813265,76.39,3.0,73.49,3.0,2.0,4.0,1.0,2.0,2.0
427,20211012,-1.575999752831473,1.6718987583892762,0.12929493102018252,76.39,3.0,73.49,3.0,2.0,4.0,1.0,2.0,2.0
428,20211013,0.27892071255399825,1.6801428020922617,0.14150884621705917,76.39,3.0,73.49,3.0,2.0,4.0,1.0,2.0,2.0
429,20211014,-0.2053290261426645,1.5137149945865869,0.13055428050496098,76.39,3.0,73.49,3.0,2.0,4.0,1.0,2.0,2.0
430,20211015,-0.11858391575007983,1.4644564758480925,0.1199533590529607,76.39,3.0,73.49,3.0,2.0,4.0,1.0,2.0,2.0
431,20211018,-0.016811537030861745,1.8375673933864445,0.15321171229297195,76.39,3.0,73.49,3.0,2.0,4.0,1.0,2.0,2.0
432,20211019,0.7589330578874668,1.4339103547817613,0.12060511374348837,70.83,3.0,73.49,3.0,2.0,4.0,0.0,2.0,2.0
433,20211020,-0.422923961784256,1.5392505443906828,0.13972753897135992,70.83,3.0,73.49,3.0,2.0,4.0,0.0,2.0,2.0
434,20211021,0.19954961327728316,1.4170363045906038,0.11306064814274092,70.83,3.0,73.49,3.0,2.0,4.0,0.0,2.0,2.0
435,20211022,-0.28121430571345835,1.7831422587072039,0.14802559231871143,70.83,3.0,73.49,3.0,2.0,4.0,0.0,2.0,2.0
436,20211025,0.25544092794335777,1.664151758597872,0.13900779480775613,70.83,3.0,74.87,3.0,2.0,4.0,0.0,2.0,2.0
437,20211026,-0.26669598972847,1.5352574877288439,0.13216728258998334,70.83,3.0,74.87,3.0,2.0,4.0,0.0,2.0,2.0
438,20211027,-1.4396129218937956,1.7230570755161752,0.14510037194798409,70.83,3.0,74.87,3.0,2.0,4.0,0.0,2.0,2.0
439,20211028,-1.017487588106564,1.8058218610831236,0.14878842942937162,70.83,3.0,74.87,3.0,2.0,4.0,0.0,2.0,2.0
440,20211029,0.7530019240981081,1.8939388870359393,0.16515424436982648,70.83,3.0,75.07,3.0,2.0,4.0,0.0,2.0,2.0
441,20211101,-0.004742055925438323,1.985352134277278,0.16947610951515882,70.83,3.0,75.07,3.0,2.0,4.0,0.0,2.0,2.0
442,20211102,-1.2989822122087822,1.873537287434008,0.14989912186602314,70.83,3.0,75.07,3.0,2.0,4.0,0.0,2.0,2.0
443,20211103,0.31707559941346364,1.3560805044176694,0.11914008768592792,70.83,3.0,75.07,3.0,2.0,4.0,0.0,2.0,2.0
444,20211104,0.4833032357632927,1.4969187661096564,0.12551886977891652,70.83,3.0,75.07,3.0,2.0,4.0,0.0,2.0,2.0
445,20211105,-0.9048150393612537,1.6370511352537473,0.13176584257915874,70.83,3.0,75.21,3.0,2.0,4.0,0.0,2.0,2.0
446,20211108,0.2605289105129417,1.499866667677304,0.12854602967615159,70.83,3.0,75.21,3.0,2.0,4.0,0.0,2.0,2.0
447,20211109,0.017130173344987475,1.077770820904918,0.08819605101211647,70.83,3.0,75.21,3.0,2.0,4.0,0.0,2.0,2.0
448,20211110,-0.26432569638447734,1.346460148845146,0.11620173584846007,70.83,3.0,75.21,3.0,2.0,4.0,0.0,2.0,2.0
449,20211111,1.5313058010472598,1.6877817580235028,0.14226735417019507,70.83,3.0,75.21,3.0,2.0,4.0,0.0,2.0,2.0
450,20211112,-0.1103433179906815,1.2608520557123606,0.10741868801603845,70.83,3.0,75.31,3.0,2.0,4.0,0.0,2.0,2.0
451,20211115,-0.017756859468298667,1.4561844933738772,0.12376245287655857,65.28,3.0,75.31,3.0,2.0,4.0,0.0,2.0,2.0
452,20211116,-0.4141312957602352,1.51489140158643,0.13119579246170734,65.28,3.0,75.31,3.0,2.0,4.0,0.0,2.0,2.0
453,20211117,0.2349920749474358,1.1719717965008856,0.10004487479516273,65.28,3.0,75.31,3.0,2.0,4.0,0.0,2.0,2.0
454,20211118,-0.7587328597828974,1.3110199833959097,0.10621025607187141,65.28,3.0,75.31,3.0,2.0,4.0,0.0,2.0,2.0
455,20211119,1.3113131915158456,1.3520089329933342,0.11243353315847439,65.28,3.0,75.48,3.0,2.0,4.0,0.0,2.0,2.0
456,20211122,0.093893688620204,1.2776558547598562,0.10856876523032946,65.28,3.0,75.48,3.0,2.0,4.0,0.0,2.0,2.0
457,20211123,0.13581399791654877,1.0721200637723451,0.09312294868380663,65.28,3.0,75.48,3.0,2.0,4.0,0.0,2.0,2.0
458,20211124,0.03323527550223365,1.1761209978084504,0.1009577189519011,65.28,3.0,75.48,3.0,2.0,4.0,0.0,2.0,2.0
459,20211125,-0.339412026437295,1.0759508205376989,0.09910052630760567,65.28,3.0,75.48,3.0,2.0,4.0,0.0,2.0,2.0
460,20211126,-0.9076067389650198,1.0383920581344301,0.08717681371074128,65.28,3.0,75.48,3.0,2.0,4.0,0.0,2.0,2.0
461,20211129,-0.6733529084545956,1.2668992936554193,0.11396061880330809,70.83,3.0,77.88,3.0,2.0,4.0,0.0,2.0,2.0
462,20211130,0.08404451714142662,1.1752705523555205,0.1007722319872747,70.83,3.0,77.88,3.0,2.0,4.0,0.0,2.0,2.0
463,20211201,0.8038399298519486,1.3315953361864168,0.125767398389957,70.83,3.0,77.88,3.0,2.0,4.0,0.0,2.0,2.0
464,20211202,0.18079370003575057,1.3619751245302247,0.11592886342765046,70.83,3.0,77.88,3.0,2.0,4.0,0.0,2.0,2.0
465,20211203,1.0505109021635077,1.4022492567057034,0.12049788740474375,70.83,3.0,78.9,3.0,2.0,4.0,0.0,2.0,2.0
466,20211206,-0.2698568462884562,1.340753215383292,0.11202495084111622,70.83,3.0,78.9,3.0,2.0,4.0,0.0,2.0,2.0
467,20211207,0.7243339138325569,1.5899203132581696,0.13347382174517752,70.83,3.0,78.9,3.0,2.0,4.0,0.0,2.0,2.0
468,20211208,1.0622458256951546,1.4914319291395768,0.12417733488783927,70.83,3.0,78.9,3.0,2.0,4.0,0.0,2.0,2.0
469,20211209,1.412578288126573,1.4783260312105897,0.12438844232135308,70.83,3.0,78.9,3.0,2.0,4.0,0.0,2.0,2.0
470,20211210,-0.7124804543866579,1.1822576198356798,0.10511703273553416,70.83,3.0,81.53,3.0,2.0,4.0,0.0,2.0,2.0
471,20211213,0.39858542225612825,1.4813125299549754,0.12361415920251326,70.83,3.0,81.53,3.0,2.0,4.0,0.0,2.0,2.0
472,20211214,-0.8375386471903359,1.3084134296293577,0.10801184331261167,70.83,3.0,81.53,3.0,2.0,4.0,0.0,2.0,2.0
473,20211215,-0.3132079202183498,1.1635729595001383,0.10731067743849323,70.83,3.0,81.53,3.0,2.0,4.0,0.0,2.0,2.0
474,20211216,0.9461900738903667,1.155632363387591,0.11111572252966674,70.83,3.0,81.53,3.0,2.0,4.0,0.0,2.0,2.0
475,20211217,-0.8288859656221693,1.2243673737342227,0.10609668860568999,70.83,3.0,83.2,3.0,2.0,4.0,0.0,2.0,2.0
476,20211220,-1.1936981658816803,1.7028204790926742,0.14025268732074855,70.83,3.0,83.7,3.0,2.0,4.0,0.0,2.0,2.0
477,20211221,1.2799752171773806,1.1508058315923544,0.09757255256172943,70.83,3.0,83.7,3.0,2.0,4.0,0.0,2.0,2.0
478,20211222,0.1233360261664849,1.4314608106875162,0.11752772375082864,70.83,3.0,83.7,3.0,2.0,4.0,0.0,2.0,2.0
479,20211223,0.2693158951896114,1.2445342382869429,0.10434210581376455,79.17,3.0,83.7,3.0,2.0,4.0,2.0,2.0,2.0
480,20211224,-0.407039559109065,1.5020872159583094,0.123443530255077,79.17,3.0,83.7,3.0,2.0,4.0,2.0,2.0,2.0
481,20211227,0.28815147144073355,1.3476696986988275,0.11159934890084007,79.17,3.0,84.39,3.0,2.0,4.0,2.0,2.0,2.0
482,20211228,0.14121910014776803,1.3686989215618797,0.12445212339050366,79.17,3.0,84.68,3.0,2.0,4.0,2.0,2.0,2.0
483,20211229,-0.6903391953862101,1.312297959037362,0.11524440576294194,79.17,3.0,84.68,3.0,2.0,4.0,2.0,2.0,2.0
484,20211230,0.6211306053640513,1.2150732398539996,0.10091959741859233,79.17,3.0,84.68,3.0,2.0,4.0,2.0,2.0,2.0
485,20211231,0.7829997352980196,1.264948477430026,0.11630960434701466,79.17,3.0,84.68,3.0,2.0,4.0,2.0,2.0,2.0
486,20220104,0.5785126068431082,1.7428057326906663,0.149036037425026,79.17,3.0,84.68,3.0,2.0,4.0,2.0,2.0,2.0
487,20220105,-0.7467691290294179,1.7753223062725303,0.1409533425046955,79.17,3.0,84.68,3.0,2.0,4.0,2.0,2.0,2.0
488,20220106,-0.4421208857899022,1.4339539949100695,0.119169169563329,79.17,3.0,85.07,3.0,2.0,4.0,2.0,2.0,2.0
489,20220107,0.08692267311449714,1.6498795930055006,0.12357131290060383,79.17,3.0,85.27,3.0,2.0,4.0,2.0,2.0,2.0
490,20220110,0.4199884984107656,1.125009056030265,0.09530896441348267,79.17,3.0,85.27,3.0,2.0,4.0,2.0,2.0,2.0
491,20220111,-0.6780349107472746,1.4299403014449927,0.11678480259347475,79.17,3.0,85.27,3.0,2.0,4.0,2.0,2.0,2.0
492,20220112,0.3444841241744657,1.2717394992376172,0.10814882532311632,79.17,3.0,85.27,3.0,2.0,4.0,2.0,2.0,2.0
493,20220113,-1.2928944634898427,1.43999024335081,0.10661943425063142,79.17,3.0,85.27,3.0,2.0,4.0,2.0,2.0,2.0
494,20220114,-1.3683659550299752,1.449545468442167,0.1159243698602271,79.17,3.0,85.6,3.0,2.0,4.0,2.0,2.0,2.0
495,20220117,0.5614781413795941,1.269413114825263,0.10997801518234797,79.17,3.0,85.6,3.0,2.0,4.0,2.0,2.0,2.0
496,20220118,0.9438448312504082,1.3898408848076476,0.11466854055056111,79.17,3.0,85.6,3.0,2.0,4.0,2.0,2.0,2.0
497,20220119,-0.39748262551564284,1.431917644360204,0.11360309309202564,79.17,3.0,85.6,3.0,2.0,4.0,2.0,2.0,2.0
498,20220120,0.3760614060189608,1.6635994453205407,0.13671883788189995,79.17,3.0,85.6,3.0,2.0,4.0,2.0,2.0,2.0
499,20220121,-1.3609023342138586,1.3739800365201316,0.1128667396713596,79.17,3.0,85.87,3.0,2.0,4.0,2.0,2.0,2.0
500,20220124,-0.18502644014320366,1.3047321020732152,0.11396899830422734,64.35,1.0,85.87,2.0,2.0,4.0,1.0,2.0,2.0
501,20220125,-2.993529545587449,1.4326164716515415,0.11496108706733463,64.35,1.0,85.87,2.0,2.0,4.0,1.0,2.0,2.0
502,20220126,0.7143885079710417,1.2949844941143624,0.10854118314762287,64.35,1.0,85.87,2.0,2.0,4.0,1.0,2.0,2.0
503,20220127,-2.0845140626690792,1.4142591095263344,0.11055524566920663,64.35,1.0,85.87,2.0,2.0,4.0,1.0,2.0,2.0
504,20220128,-0.6036704061760764,1.6399887280005665,0.12822878481447023,64.35,1.0,86.08,2.0,2.0,4.0,1.0,2.0,2.0
505,20220207,1.5806098762766188,2.0139888661472987,0.17449492270073114,64.35,1.0,86.15,2.0,2.0,4.0,1.0,2.0,2.0
506,20220208,1.1113479946719222,1.5541186971956158,0.130751815115012,64.35,1.0,86.15,2.0,2.0,4.0,1.0,2.0,2.0
507,20220209,0.990887934980971,1.4021885830293837,0.10787855632187407,64.35,1.0,86.15,2.0,2.0,4.0,1.0,2.0,2.0
508,20220210,0.35759136039344125,1.3009820307530542,0.11210568033677061,64.35,1.0,86.15,2.0,2.0,4.0,1.0,2.0,2.0
509,20220211,-0.6872680499777455,1.5081913881979125,0.1226964098270244,64.35,1.0,86.15,2.0,2.0,4.0,1.0,2.0,2.0
510,20220214,-1.4408875868681033,1.5865249777253967,0.12930802537410696,64.35,1.0,86.15,2.0,2.0,4.0,1.0,2.0,2.0
511,20220215,0.3513269832388233,1.5143355783305006,0.12391348856124089,64.35,1.0,86.15,2.0,2.0,4.0,1.0,2.0,2.0
512,20220216,0.38158680174309134,0.9129438907644802,0.07851691702511822,64.35,1.0,86.15,2.0,2.0,4.0,1.0,2.0,2.0
513,20220217,-0.2227211229570978,1.107295973706805,0.09206567935657786,64.35,1.0,86.15,2.0,2.0,4.0,1.0,2.0,2.0
514,20220218,0.9303105207286995,1.146356770210179,0.09379802859474384,64.35,1.0,86.44,2.0,2.0,4.0,1.0,2.0,2.0
515,20220221,0.26331446673003606,1.1583400746056325,0.10123000980729013,64.35,1.0,86.44,2.0,2.0,4.0,1.0,2.0,2.0
516,20220222,-1.188596266166191,1.2202337996785748,0.10909559557306413,64.35,1.0,86.44,2.0,2.0,4.0,1.0,2.0,2.0
517,20220223,0.5977271746194254,1.4699619858313575,0.1175239985161064,64.35,1.0,86.44,2.0,2.0,4.0,1.0,2.0,2.0
518,20220224,-2.072937699996695,1.3563976655052732,0.11473104892878568,64.35,1.0,86.44,2.0,2.0,4.0,1.0,2.0,2.0
519,20220225,0.5020918819398237,1.2065487117999443,0.103358062927904,64.35,1.0,86.58,2.0,2.0,4.0,1.0,2.0,2.0
520,20220228,-0.040401528298666264,1.0884840722718676,0.08794924087056134,59.54,1.0,86.58,2.0,2.0,4.0,1.0,0.0,2.0
521,20220301,0.6506209266224374,1.1571947265714713,0.09848060907414623,59.54,1.0,86.58,2.0,2.0,4.0,1.0,0.0,2.0
522,20220302,-0.11326167372187303,1.054195225042713,0.09425890217784993,59.54,1.0,86.58,2.0,2.0,4.0,1.0,0.0,2.0
523,20220303,0.10959794709408738,1.5792443678735806,0.12661867116764813,59.54,1.0,86.58,2.0,2.0,4.0,1.0,0.0,2.0
524,20220304,-0.9452534790824172,1.1202172768759935,0.08801145537146471,59.54,1.0,86.58,2.0,2.0,4.0,1.0,0.0,2.0
525,20220307,-2.366559136047955,1.7683625250074344,0.138336668622539,59.54,1.0,86.58,2.0,2.0,4.0,1.0,0.0,2.0
526,20220308,-3.062789392252173,1.566197707980299,0.12752551565971748,59.54,1.0,86.58,2.0,2.0,4.0,1.0,0.0,2.0
527,20220309,-1.772226266150119,1.7718811488957735,0.1386946145681197,59.54,1.0,86.58,2.0,2.0,4.0,1.0,0.0,2.0
528,20220310,1.1763022312454317,1.555449969461979,0.1242312008364907,59.54,1.0,86.58,2.0,2.0,4.0,1.0,0.0,2.0
529,20220311,0.8259655999224728,1.5869332178124007,0.1301659912374471,59.54,1.0,86.58,2.0,2.0,4.0,1.0,0.0,2.0
530,20220314,-2.504755807805063,1.5930721186907588,0.1306165893789257,64.35,1.0,86.91,2.0,2.0,4.0,1.0,2.0,2.0
531,20220315,-5.444879401995558,1.9589061456999102,0.1472405007296326,64.35,1.0,86.91,2.0,2.0,4.0,1.0,2.0,2.0
532,20220316,3.582996387763949,1.7251103046843503,0.13424562415503977,64.35,1.0,86.91,2.0,2.0,4.0,1.0,2.0,2.0
533,20220317,1.638484916862618,1.8465688665831137,0.14196709555548284,64.35,1.0,86.93,2.0,2.0,4.0,1.0,2.0,2.0
534,20220318,1.201545880764238,1.5347330618718529,0.1286230212048866,64.35,1.0,86.94,2.0,2.0,4.0,1.0,2.0,2.0
535,20220321,-0.10379433503049372,1.364778812684914,0.11609113937059964,64.35,1.0,86.99,2.0,2.0,4.0,1.0,2.0,2.0
536,20220322,0.5435108255110729,1.4574226376184838,0.1222659954730779,64.35,1.0,86.99,2.0,2.0,4.0,1.0,2.0,2.0
537,20220323,0.42337144690470924,1.3600240953774274,0.12252038255097626,64.35,1.0,86.99,2.0,2.0,4.0,1.0,2.0,2.0
538,20220324,-0.8057565409237661,1.3492263367056179,0.11553186497651749,64.35,1.0,87.02,2.0,2.0,4.0,1.0,2.0,2.0
539,20220325,-1.140957047517279,1.243203111893845,0.10056857204445034,64.35,1.0,87.02,2.0,2.0,4.0,1.0,2.0,2.0
540,20220328,0.09820525071329901,1.4509629677437064,0.12209951045407245,68.06,1.0,87.02,3.0,2.0,4.0,1.0,2.0,2.0
541,20220329,-0.6623937213255808,1.324947931263019,0.11666125858793541,73.61,3.0,87.02,3.0,2.0,4.0,1.0,2.0,2.0
542,20220330,2.1831174118040333,1.6418272585976352,0.13259632880420114,73.61,3.0,87.02,3.0,2.0,4.0,1.0,2.0,2.0
543,20220331,-0.464547904583757,1.3676916636634235,0.10749590104920875,73.61,3.0,87.12,3.0,2.0,4.0,1.0,2.0,2.0
544,20220401,1.1387258769512303,1.5055564065146758,0.12301160315886586,73.61,3.0,87.12,3.0,2.0,4.0,1.0,2.0,2.0
545,20220406,0.46073172678372193,1.7860435765088996,0.1457650116201582,73.61,3.0,87.19,3.0,2.0,4.0,1.0,2.0,2.0
546,20220407,-1.7743270217072176,1.2636215961090302,0.10164373825743217,73.61,3.0,87.19,3.0,2.0,4.0,1.0,2.0,2.0
547,20220408,0.4470634164556974,1.5992291567510166,0.1257063790984654,79.17,3.0,87.19,3.0,2.0,4.0,2.0,2.0,2.0
548,20220411,-2.849359090692962,1.8597486709084865,0.1471415133187083,79.17,3.0,87.31,3.0,2.0,4.0,2.0,2.0,2.0
549,20220412,1.719544376430879,1.9348230602884944,0.15623641855315548,79.17,3.0,87.31,3.0,2.0,4.0,2.0,2.0,2.0
550,20220413,-1.1135713825602849,1.574423546786067,0.1301263848324295,79.17,3.0,87.31,3.0,2.0,4.0,2.0,2.0,2.0
551,20220414,1.2918199280786158,1.3818254038052435,0.11908064454295322,79.17,3.0,87.31,3.0,2.0,4.0,2.0,2.0,2.0
552,20220415,-0.23410667202627114,1.6139353864176524,0.13271615416850793,79.17,3.0,87.31,3.0,2.0,4.0,2.0,2.0,2.0
553,20220418,-0.6067174615876891,1.9018167781501791,0.14637783115703146,79.17,3.0,87.44,3.0,2.0,4.0,2.0,2.0,2.0
554,20220419,-0.2725122263343012,1.3531337513662853,0.11104732560580613,79.17,3.0,87.44,3.0,2.0,4.0,2.0,2.0,2.0
555,20220420,-1.624578180371089,1.6899239912250776,0.1483282706165318,79.17,3.0,87.44,3.0,2.0,4.0,2.0,2.0,2.0
556,20220421,-2.4099051753942513,1.5716469721366824,0.11537287096512253,79.17,3.0,87.44,3.0,2.0,4.0,2.0,2.0,2.0
557,20220422,0.3825956011231471,1.584426482639513,0.12393800866039338,79.17,3.0,87.44,3.0,2.0,4.0,2.0,2.0,2.0
558,20220425,-5.518527995247303,2.254947736262902,0.16164719094610316,79.17,3.0,87.44,3.0,2.0,4.0,2.0,2.0,2.0
559,20220426,-2.105882886550248,2.8155696048371124,0.21392733680662113,79.17,3.0,87.44,3.0,2.0,4.0,2.0,2.0,2.0
560,20220427,2.4455334061029976,2.385511494402777,0.18216043778901475,79.17,3.0,87.62,3.0,2.0,4.0,2.0,2.0,2.0
561,20220428,0.13149166683631686,2.290742642637752,0.17613861463503042,79.17,3.0,87.64,3.0,2.0,4.0,2.0,2.0,2.0
562,20220429,3.408194198468834,2.3834873641547687,0.18579238823643748,79.17,3.0,87.64,3.0,2.0,4.0,2.0,2.0,2.0
563,20220505,0.1524485087608173,2.115992989187347,0.20339967755443908,79.17,3.0,87.74,3.0,2.0,4.0,2.0,2.0,2.0
564,20220506,-2.576094936438784,1.581403215988861,0.1309920023645291,79.17,3.0,87.74,3.0,2.0,4.0,2.0,2.0,2.0
565,20220509,0.11447756708422634,1.5375407494309279,0.1316157495092722,79.17,3.0,87.74,3.0,2.0,4.0,2.0,2.0,2.0
566,20220510,0.8582146233306317,1.256039795929324,0.104391311712538,79.17,3.0,87.74,3.0,2.0,4.0,2.0,2.0,2.0
567,20220511,0.6571455901773836,1.6690810980655846,0.1364249253281165,79.17,3.0,87.74,3.0,2.0,4.0,2.0,2.0,2.0
568,20220512,-0.13528100783550717,1.095945859035869,0.09375006864944906,79.17,3.0,87.85,3.0,2.0,4.0,2.0,2.0,2.0
569,20220513,0.9431449550555615,1.359375259999127,0.11737513128636863,79.17,3.0,87.85,3.0,2.0,4.0,2.0,2.0,2.0
570,20220516,-0.40368461168383685,1.1959730788677774,0.09470406542553811,79.17,3.0,87.85,3.0,2.0,4.0,2.0,2.0,2.0
571,20220517,0.3855461372424725,1.3533367499139988,0.11846550555843051,79.17,3.0,87.85,3.0,2.0,4.0,2.0,2.0,2.0
572,20220518,-0.30406605915555346,1.0737456572657114,0.09172026777283976,79.17,3.0,87.85,3.0,2.0,4.0,2.0,2.0,2.0
573,20220519,0.2790429991991097,1.3138828006251895,0.11321572586035883,79.17,3.0,87.85,3.0,2.0,4.0,2.0,2.0,2.0
574,20220520,1.55334978934146,1.3113921563270472,0.11017759363340833,79.17,3.0,87.85,3.0,2.0,4.0,2.0,2.0,2.0
575,20220523,-0.041377352794946955,1.3555652300764238,0.11474767377186917,79.17,3.0,88.01,3.0,2.0,4.0,2.0,2.0,2.0
576,20220524,-2.750517301642157,1.648671059856889,0.13402996736932432,79.17,3.0,88.01,3.0,2.0,4.0,2.0,2.0,2.0
577,20220525,1.198457047104493,1.2840696700791323,0.12210421663598509,79.17,3.0,88.01,3.0,2.0,4.0,2.0,2.0,2.0
578,20220526,0.9363997085153852,1.3401278172908082,0.11677048535447902,79.17,3.0,88.07,3.0,2.0,4.0,2.0,2.0,2.0
579,20220527,-0.1511385228053147,0.9395100534609324,0.08168171949209564,79.17,3.0,88.07,3.0,2.0,4.0,2.0,2.0,2.0
580,20220530,0.3275497491743718,1.433266289084841,0.12024971791324449,79.17,3.0,88.07,3.0,2.0,4.0,2.0,2.0,2.0
581,20220531,1.2022582941868483,1.3177223994119163,0.10828826623098925,79.17,3.0,88.07,3.0,2.0,4.0,2.0,2.0,2.0
582,20220601,-0.21825836171501775,1.2129280090866223,0.10215603040871161,79.17,3.0,88.15,3.0,2.0,4.0,2.0,2.0,2.0
583,20220602,0.2671047040377992,1.3065469965826781,0.10640970500769706,79.17,3.0,88.15,3.0,2.0,4.0,2.0,2.0,2.0
584,20220606,0.9643095020698783,1.57074290151984,0.153348035832053,79.17,3.0,88.17,3.0,2.0,4.0,2.0,2.0,2.0
585,20220607,0.19639315879439564,1.2335336601687568,0.1022413672498086,79.17,3.0,88.17,3.0,2.0,4.0,2.0,2.0,2.0
586,20220608,0.5165760525094105,1.5872735555913315,0.1807965870489922,79.17,3.0,88.17,3.0,2.0,4.0,2.0,2.0,2.0
587,20220609,-0.9052439696092691,1.6104429528191666,0.12513289386023885,79.17,3.0,88.17,3.0,2.0,4.0,2.0,2.0,2.0
588,20220610,1.2635561562756417,1.3071283939991092,0.10846202573564365,79.17,3.0,88.17,3.0,2.0,4.0,2.0,2.0,2.0
589,20220613,-0.9605428570563121,1.7456616675585732,0.18099130990473197,79.17,3.0,88.17,3.0,2.0,4.0,2.0,2.0,2.0
590,20220614,1.213363993250327,1.7629139429361602,0.14744903659072536,79.17,3.0,88.17,3.0,2.0,4.0,2.0,2.0,2.0
591,20220615,1.324909404028708,1.807231530433394,0.14328725103823872,79.17,3.0,88.17,3.0,2.0,4.0,2.0,2.0,2.0
592,20220616,-0.6938450693228488,1.8371886381049858,0.1471121193659799,79.17,3.0,88.31,3.0,2.0,4.0,2.0,2.0,2.0
593,20220617,0.4385717502253001,1.3008682618633374,0.1145916196804457,79.17,3.0,88.31,3.0,2.0,4.0,2.0,2.0,2.0
594,20220620,0.41477942706312154,1.820540387723195,0.1513028989834264,79.17,3.0,88.31,3.0,2.0,4.0,2.0,2.0,2.0
595,20220621,-0.0711792830142565,1.2973869514725405,0.12127913717699862,79.17,3.0,88.31,3.0,2.0,4.0,2.0,2.0,2.0
596,20220622,-1.7487638793150597,1.3077736684878116,0.1295623606279416,79.17,3.0,88.31,3.0,2.0,4.0,2.0,2.0,2.0
597,20220623,1.3532021676477803,1.4111205949377814,0.11652658598297179,79.17,3.0,88.37,3.0,2.0,4.0,2.0,2.0,2.0
598,20220624,0.5468400191385715,1.4603351876522166,0.12027415490208143,79.17,3.0,88.37,3.0,2.0,4.0,2.0,2.0,2.0
599,20220627,0.7580252527041308,1.5253499675954296,0.13269806504563428,79.17,3.0,88.4,3.0,2.0,4.0,2.0,2.0,2.0
